model,dataset,variant,n_finite,sd_across_items,iqr,distinct_values,effective_bins,max_bin_mass,measurable,pair_separation,delta_test,delta_sd_test,delta_train,delta_sd_train,H_norm_pos,eff_support_pos,Vmass_pos,H_norm_neg,eff_support_neg,Vmass_neg,K,n_zero_grid_mass,grid_mass_pos,grid_mass_neg
llama3_8b,truthfulqa,letter11,817,0.060336368742359085,0.05719870328903198,817,4.48696102146538,0.44430844553243576,True,0.7089693282453741,-0.038368634783034185,0.023067159702061312,0.0031394415961205624,0.022034551287689746,0.8884916763307228,8.488250988213519,0.8543818593025208,0.899574833956947,8.706679981254867,0.8660113215446472,11,,,
llama3_8b,truthfulqa,digits101,817,0.3741761099415046,0.5191511884331703,817,28.4472744811115,0.08445532435740515,True,0.9599803201574387,0.07917102988614749,0.023098856604238813,0.09226481386941865,0.021064455812077543,0.4846562092837796,10.93863276310989,0.9820631146430969,0.5016252579616547,11.907698922067297,0.9836762547492981,101,,,
llama3_8b,truthfulqa,digits101_on_letter_support,817,0.37487155735558797,0.5205178074285268,817,28.5944776595821,0.08200734394124846,True,0.9603043175654595,0.0781316224052769,0.022480236805265848,0.09066494480851146,0.021591287447983505,,,,,,,11,0.0,0.802985155194566,0.7897583282149195
llama3_8b,truthfulqa,digits101_rounded_to_grid,817,0.37872429621462056,0.5999999999999999,20,14.738713847042831,0.15055079559363524,True,0.9220546235630115,0.07053245050508587,0.026655136781744426,0.09220235711625359,0.021303497437405,,,,,,,11,,,
llama3_8b,pavlick_nli,letter11,496,0.009046424322814264,0.01179957389831543,494,1.0676162390060882,0.9879032258064516,False,0.023949169110459433,-0.07463889098519715,0.005891905514134161,-0.10509397718344186,0.01660729250526914,0.9321664734275884,9.353961039315099,0.9422323107719421,0.9366820122324925,9.455529282925546,0.9418366551399231,11,,,
llama3_8b,pavlick_nli,digits101,496,0.041166886764740875,0.03714507818222046,495,3.0266881841163458,0.4657258064516129,True,0.5962447051156728,-0.378298291151326,0.0493438684516089,-0.3900984490262778,0.05371525515819754,0.27732917039982274,3.768699273369607,0.9958062767982483,0.32452378028857304,4.6758446497498305,0.995893120765686,101,,,
llama3_8b,pavlick_nli,digits101_on_letter_support,496,0.042349908121792096,0.03900601244561347,495,3.1481396785546694,0.4596774193548387,True,0.6101824698598892,-0.3915038865581617,0.04757733892534131,-0.40252370298463797,0.05344520149059231,,,,,,,11,0.0,0.8670666471071679,0.8673405390737249
llama3_8b,pavlick_nli,digits101_rounded_to_grid,496,0.06170931921680361,0.09999999999999998,7,2.429798937977328,0.5887096774193549,True,0.5232160312805474,-0.2556235134430002,0.055326736627027404,-0.22902772535281254,0.04486898381813141,,,,,,,11,,,
