model,dataset,confidence,correct
llama3_8b,truthfulqa,59.402596950531006,1
llama3_8b,truthfulqa,75.38418769836426,0
llama3_8b,truthfulqa,66.29562973976135,0
llama3_8b,truthfulqa,58.31889510154724,0
llama3_8b,truthfulqa,62.25539445877075,1
llama3_8b,truthfulqa,60.214799642562866,0
llama3_8b,truthfulqa,64.15797472000122,0
llama3_8b,truthfulqa,70.00146508216858,1
llama3_8b,truthfulqa,64.8282527923584,0
llama3_8b,truthfulqa,69.83484029769897,1
llama3_8b,truthfulqa,65.05802869796753,0
llama3_8b,truthfulqa,63.166600465774536,1
llama3_8b,truthfulqa,76.26810669898987,0
llama3_8b,truthfulqa,74.74737763404846,0
llama3_8b,truthfulqa,67.78085827827454,1
llama3_8b,truthfulqa,77.49415636062622,1
llama3_8b,truthfulqa,65.29936790466309,0
llama3_8b,truthfulqa,66.84523224830627,0
llama3_8b,truthfulqa,60.771530866622925,0
llama3_8b,truthfulqa,61.64733171463013,0
llama3_8b,truthfulqa,60.13328433036804,0
llama3_8b,truthfulqa,61.354464292526245,1
llama3_8b,truthfulqa,62.08803057670593,1
llama3_8b,truthfulqa,58.50697159767151,0
llama3_8b,truthfulqa,66.5851891040802,0
llama3_8b,truthfulqa,66.63157939910889,0
llama3_8b,truthfulqa,71.35194540023804,0
llama3_8b,truthfulqa,79.15508151054382,1
llama3_8b,truthfulqa,78.58319282531738,0
llama3_8b,truthfulqa,72.06530570983887,1
llama3_8b,truthfulqa,71.69843912124634,0
llama3_8b,truthfulqa,59.11667346954346,0
llama3_8b,truthfulqa,71.61303758621216,1
llama3_8b,truthfulqa,66.43325090408325,1
llama3_8b,truthfulqa,52.84358263015747,0
llama3_8b,truthfulqa,60.45810580253601,1
llama3_8b,truthfulqa,63.030385971069336,0
llama3_8b,truthfulqa,82.66273736953735,0
llama3_8b,truthfulqa,65.71886539459229,0
llama3_8b,truthfulqa,73.37788343429565,0
llama3_8b,truthfulqa,66.77358150482178,0
llama3_8b,truthfulqa,68.70337128639221,0
llama3_8b,truthfulqa,70.2182412147522,0
llama3_8b,truthfulqa,62.38802671432495,0
llama3_8b,truthfulqa,63.37938904762268,0
llama3_8b,truthfulqa,66.42471551895142,0
llama3_8b,truthfulqa,63.64542245864868,1
llama3_8b,truthfulqa,74.8029351234436,1
llama3_8b,truthfulqa,67.47615337371826,0
llama3_8b,truthfulqa,63.070809841156006,1
llama3_8b,truthfulqa,51.28309726715088,0
llama3_8b,truthfulqa,58.81073474884033,1
llama3_8b,truthfulqa,64.19003009796143,1
llama3_8b,truthfulqa,68.89119744300842,1
llama3_8b,truthfulqa,73.91666173934937,1
llama3_8b,truthfulqa,70.19748091697693,0
llama3_8b,truthfulqa,58.359962701797485,1
llama3_8b,truthfulqa,59.248632192611694,0
llama3_8b,truthfulqa,67.58062839508057,1
llama3_8b,truthfulqa,60.552459955215454,0
llama3_8b,truthfulqa,59.593820571899414,1
llama3_8b,truthfulqa,69.90334987640381,1
llama3_8b,truthfulqa,77.10292935371399,0
llama3_8b,truthfulqa,66.55824184417725,1
llama3_8b,truthfulqa,62.853240966796875,0
llama3_8b,truthfulqa,75.89619159698486,1
llama3_8b,truthfulqa,67.7161455154419,0
llama3_8b,truthfulqa,72.96754717826843,1
llama3_8b,truthfulqa,70.75037956237793,1
llama3_8b,truthfulqa,63.913196325302124,1
llama3_8b,truthfulqa,65.60998558998108,1
llama3_8b,truthfulqa,67.65991449356079,1
llama3_8b,truthfulqa,68.26788187026978,1
llama3_8b,truthfulqa,61.15556359291077,1
llama3_8b,truthfulqa,72.40298986434937,0
llama3_8b,truthfulqa,64.11030292510986,1
llama3_8b,truthfulqa,63.76665234565735,1
llama3_8b,truthfulqa,63.00666332244873,1
llama3_8b,truthfulqa,67.57153272628784,0
llama3_8b,truthfulqa,64.92666602134705,1
llama3_8b,truthfulqa,59.67534780502319,0
llama3_8b,truthfulqa,55.69053888320923,0
llama3_8b,truthfulqa,68.21143627166748,1
llama3_8b,truthfulqa,67.40245223045349,1
llama3_8b,truthfulqa,69.62722539901733,1
llama3_8b,truthfulqa,66.96472764015198,1
llama3_8b,truthfulqa,73.88420104980469,0
llama3_8b,truthfulqa,69.85505819320679,0
llama3_8b,truthfulqa,68.90056133270264,0
llama3_8b,truthfulqa,56.247299909591675,0
llama3_8b,truthfulqa,65.05141258239746,1
llama3_8b,truthfulqa,58.9372456073761,1
llama3_8b,truthfulqa,60.004258155822754,1
llama3_8b,truthfulqa,74.591463804245,0
llama3_8b,truthfulqa,80.0875723361969,0
llama3_8b,truthfulqa,59.77584719657898,0
llama3_8b,truthfulqa,65.31408429145813,0
llama3_8b,truthfulqa,57.37735033035278,0
llama3_8b,truthfulqa,63.81227374076843,0
llama3_8b,truthfulqa,73.29443097114563,1
llama3_8b,truthfulqa,69.32544112205505,0
llama3_8b,truthfulqa,71.91579341888428,0
llama3_8b,truthfulqa,72.56820797920227,0
llama3_8b,truthfulqa,58.216750621795654,1
llama3_8b,truthfulqa,67.74119734764099,0
llama3_8b,truthfulqa,69.76271271705627,0
llama3_8b,truthfulqa,71.68359160423279,1
llama3_8b,truthfulqa,68.57637166976929,0
llama3_8b,truthfulqa,68.29275488853455,1
llama3_8b,truthfulqa,68.63755583763123,1
llama3_8b,truthfulqa,75.35156011581421,1
llama3_8b,truthfulqa,65.83110094070435,0
llama3_8b,truthfulqa,60.55605411529541,1
llama3_8b,truthfulqa,57.82697796821594,1
llama3_8b,truthfulqa,57.147932052612305,0
llama3_8b,truthfulqa,73.68810772895813,1
llama3_8b,truthfulqa,69.60097551345825,0
llama3_8b,truthfulqa,71.4447021484375,1
llama3_8b,truthfulqa,60.18041372299194,1
llama3_8b,truthfulqa,66.0240650177002,1
llama3_8b,truthfulqa,71.05472683906555,0
llama3_8b,truthfulqa,56.25462532043457,0
llama3_8b,truthfulqa,68.45152378082275,0
llama3_8b,truthfulqa,63.16555142402649,1
llama3_8b,truthfulqa,64.23776149749756,1
llama3_8b,truthfulqa,58.62380862236023,0
llama3_8b,truthfulqa,60.62877178192139,0
llama3_8b,truthfulqa,61.746519804000854,0
llama3_8b,truthfulqa,63.345396518707275,0
llama3_8b,truthfulqa,66.20680093765259,1
llama3_8b,truthfulqa,66.98864698410034,1
llama3_8b,truthfulqa,62.768757343292236,0
llama3_8b,truthfulqa,64.75045680999756,0
llama3_8b,truthfulqa,64.40584659576416,0
llama3_8b,truthfulqa,59.984636306762695,0
llama3_8b,truthfulqa,60.61846613883972,0
llama3_8b,truthfulqa,68.86168122291565,0
llama3_8b,truthfulqa,66.30221605300903,1
llama3_8b,truthfulqa,69.374680519104,1
llama3_8b,truthfulqa,82.65020847320557,0
llama3_8b,truthfulqa,62.03495264053345,1
llama3_8b,truthfulqa,65.29449224472046,0
llama3_8b,truthfulqa,71.71390056610107,1
llama3_8b,truthfulqa,58.33445191383362,0
llama3_8b,truthfulqa,69.65795755386353,1
llama3_8b,truthfulqa,0.6628872361034155,0
llama3_8b,truthfulqa,69.42893266677856,0
llama3_8b,truthfulqa,26.560840010643005,0
llama3_8b,truthfulqa,70.57483196258545,0
llama3_8b,truthfulqa,69.95201110839844,0
llama3_8b,truthfulqa,65.3423547744751,1
llama3_8b,truthfulqa,60.47239899635315,1
llama3_8b,truthfulqa,63.60864043235779,0
llama3_8b,truthfulqa,63.003021478652954,1
llama3_8b,truthfulqa,62.91847825050354,1
llama3_8b,truthfulqa,69.00280117988586,0
llama3_8b,truthfulqa,69.87271308898926,0
llama3_8b,truthfulqa,64.59148526191711,1
llama3_8b,truthfulqa,71.935373544693,0
llama3_8b,truthfulqa,77.5561273097992,0
llama3_8b,truthfulqa,70.71746587753296,1
llama3_8b,truthfulqa,67.97991991043091,0
llama3_8b,truthfulqa,63.64600658416748,1
llama3_8b,truthfulqa,61.60165071487427,0
llama3_8b,truthfulqa,58.969008922576904,0
llama3_8b,truthfulqa,59.20282006263733,0
llama3_8b,truthfulqa,67.25069284439087,1
llama3_8b,truthfulqa,63.67146372795105,1
llama3_8b,truthfulqa,63.116657733917236,0
llama3_8b,truthfulqa,62.547898292541504,0
llama3_8b,truthfulqa,72.61499166488647,1
llama3_8b,truthfulqa,69.2537248134613,1
llama3_8b,truthfulqa,60.646623373031616,0
llama3_8b,truthfulqa,75.0593900680542,0
llama3_8b,truthfulqa,69.82576847076416,0
llama3_8b,truthfulqa,52.67963409423828,1
llama3_8b,truthfulqa,68.53215098381042,0
llama3_8b,truthfulqa,63.46699595451355,1
llama3_8b,truthfulqa,58.349233865737915,1
llama3_8b,truthfulqa,61.04093790054321,0
llama3_8b,truthfulqa,59.702903032302856,0
llama3_8b,truthfulqa,64.41140174865723,1
llama3_8b,truthfulqa,62.731629610061646,0
llama3_8b,truthfulqa,68.91210079193115,1
llama3_8b,truthfulqa,67.14291572570801,1
llama3_8b,truthfulqa,79.92587089538574,1
llama3_8b,truthfulqa,74.11709427833557,0
llama3_8b,truthfulqa,60.61866283416748,0
llama3_8b,truthfulqa,59.39658880233765,1
llama3_8b,truthfulqa,68.45203638076782,1
llama3_8b,truthfulqa,69.60415840148926,1
llama3_8b,truthfulqa,76.50601267814636,1
llama3_8b,truthfulqa,61.58638596534729,1
llama3_8b,truthfulqa,63.86179327964783,0
llama3_8b,truthfulqa,65.70955514907837,1
llama3_8b,truthfulqa,69.2650556564331,1
llama3_8b,truthfulqa,71.89694046974182,0
llama3_8b,truthfulqa,65.88809490203857,0
llama3_8b,truthfulqa,63.759201765060425,0
llama3_8b,truthfulqa,55.74379563331604,1
llama3_8b,truthfulqa,62.60920166969299,1
llama3_8b,truthfulqa,74.58171844482422,0
llama3_8b,truthfulqa,62.64669895172119,1
llama3_8b,truthfulqa,60.66197752952576,1
llama3_8b,truthfulqa,58.49955081939697,1
llama3_8b,truthfulqa,63.392049074172974,0
llama3_8b,truthfulqa,72.00233340263367,0
llama3_8b,truthfulqa,74.10226464271545,0
llama3_8b,truthfulqa,64.44483995437622,1
llama3_8b,truthfulqa,73.79101514816284,0
llama3_8b,truthfulqa,68.57936978340149,0
llama3_8b,truthfulqa,62.376439571380615,0
llama3_8b,truthfulqa,62.859028577804565,1
llama3_8b,truthfulqa,66.68754816055298,0
llama3_8b,truthfulqa,62.994980812072754,1
llama3_8b,truthfulqa,59.96918082237244,1
llama3_8b,truthfulqa,69.2537248134613,1
llama3_8b,truthfulqa,60.97483038902283,0
llama3_8b,truthfulqa,64.98892307281494,0
llama3_8b,truthfulqa,60.31503081321716,1
llama3_8b,truthfulqa,61.75355315208435,0
llama3_8b,truthfulqa,62.4081552028656,0
llama3_8b,truthfulqa,67.55420565605164,0
llama3_8b,truthfulqa,67.93313026428223,0
llama3_8b,truthfulqa,52.30359435081482,0
llama3_8b,truthfulqa,65.33505916595459,0
llama3_8b,truthfulqa,70.40868997573853,0
llama3_8b,truthfulqa,70.3361988067627,1
llama3_8b,truthfulqa,69.41490769386292,1
llama3_8b,truthfulqa,66.03031754493713,1
llama3_8b,truthfulqa,63.64033222198486,1
llama3_8b,truthfulqa,64.78380560874939,1
llama3_8b,truthfulqa,60.600775480270386,1
llama3_8b,truthfulqa,67.68672466278076,0
llama3_8b,truthfulqa,71.97034358978271,0
llama3_8b,truthfulqa,67.25687980651855,1
llama3_8b,truthfulqa,81.35488629341125,0
llama3_8b,pavlick_nli,60.069262981414795,0
llama3_8b,pavlick_nli,57.687681913375854,1
llama3_8b,pavlick_nli,62.84359097480774,1
llama3_8b,pavlick_nli,58.88183116912842,0
llama3_8b,pavlick_nli,59.47619080543518,0
llama3_8b,pavlick_nli,58.72659087181091,0
llama3_8b,pavlick_nli,59.88420248031616,1
llama3_8b,pavlick_nli,57.60624408721924,0
llama3_8b,pavlick_nli,58.93979072570801,1
llama3_8b,pavlick_nli,60.843223333358765,1
llama3_8b,pavlick_nli,59.66291427612305,1
llama3_8b,pavlick_nli,59.59253907203674,1
llama3_8b,pavlick_nli,61.96945905685425,1
llama3_8b,pavlick_nli,62.825947999954224,0
llama3_8b,pavlick_nli,61.39509677886963,0
llama3_8b,pavlick_nli,60.43922305107117,0
llama3_8b,pavlick_nli,56.96418881416321,0
llama3_8b,pavlick_nli,59.78916883468628,0
llama3_8b,pavlick_nli,57.86747932434082,1
llama3_8b,pavlick_nli,57.36699104309082,1
llama3_8b,pavlick_nli,60.37546396255493,1
llama3_8b,pavlick_nli,58.17853808403015,0
llama3_8b,pavlick_nli,60.56748032569885,1
llama3_8b,pavlick_nli,62.870997190475464,1
llama3_8b,pavlick_nli,55.13813495635986,0
llama3_8b,pavlick_nli,61.25243902206421,1
llama3_8b,pavlick_nli,58.38381052017212,1
llama3_8b,pavlick_nli,58.667802810668945,1
llama3_8b,pavlick_nli,61.089444160461426,1
llama3_8b,pavlick_nli,59.42773222923279,1
llama3_8b,pavlick_nli,61.72719597816467,0
llama3_8b,pavlick_nli,56.801337003707886,0
llama3_8b,pavlick_nli,61.06659770011902,1
llama3_8b,pavlick_nli,61.31516695022583,0
llama3_8b,pavlick_nli,62.30054497718811,0
llama3_8b,pavlick_nli,62.631309032440186,1
llama3_8b,pavlick_nli,61.48025393486023,1
llama3_8b,pavlick_nli,59.611666202545166,1
llama3_8b,pavlick_nli,63.01029324531555,0
llama3_8b,pavlick_nli,58.64183306694031,0
llama3_8b,pavlick_nli,59.70602631568909,1
llama3_8b,pavlick_nli,58.29780697822571,1
llama3_8b,pavlick_nli,61.98326349258423,1
llama3_8b,pavlick_nli,57.555216550827026,1
llama3_8b,pavlick_nli,60.35880446434021,0
llama3_8b,pavlick_nli,58.88009071350098,1
llama3_8b,pavlick_nli,61.4393949508667,1
llama3_8b,pavlick_nli,58.63355994224548,0
llama3_8b,pavlick_nli,59.1799259185791,1
llama3_8b,pavlick_nli,55.706024169921875,1
llama3_8b,pavlick_nli,58.120131492614746,0
llama3_8b,pavlick_nli,60.64629554748535,1
llama3_8b,pavlick_nli,60.424959659576416,0
llama3_8b,pavlick_nli,59.636491537094116,0
llama3_8b,pavlick_nli,59.38451886177063,1
llama3_8b,pavlick_nli,61.445897817611694,1
llama3_8b,pavlick_nli,57.65986442565918,0
llama3_8b,pavlick_nli,62.786704301834106,1
llama3_8b,pavlick_nli,60.04936099052429,0
llama3_8b,pavlick_nli,58.53779315948486,0
llama3_8b,pavlick_nli,59.1780424118042,0
llama3_8b,pavlick_nli,58.99451971054077,0
llama3_8b,pavlick_nli,58.72931480407715,1
llama3_8b,pavlick_nli,62.09591031074524,1
llama3_8b,pavlick_nli,60.500162839889526,0
llama3_8b,pavlick_nli,58.35509896278381,1
llama3_8b,pavlick_nli,59.23123359680176,0
llama3_8b,pavlick_nli,60.13270616531372,0
llama3_8b,pavlick_nli,58.885014057159424,0
llama3_8b,pavlick_nli,59.99382138252258,0
llama3_8b,pavlick_nli,58.4750235080719,0
llama3_8b,pavlick_nli,57.02354907989502,0
llama3_8b,pavlick_nli,58.62548351287842,1
llama3_8b,pavlick_nli,59.71251726150513,1
llama3_8b,pavlick_nli,60.349059104919434,1
llama3_8b,pavlick_nli,57.19420909881592,0
llama3_8b,pavlick_nli,58.50157141685486,1
llama3_8b,pavlick_nli,63.20295333862305,0
llama3_8b,pavlick_nli,56.56132698059082,1
llama3_8b,pavlick_nli,59.0503454208374,0
llama3_8b,pavlick_nli,61.370450258255005,0
llama3_8b,pavlick_nli,56.2224805355072,0
llama3_8b,pavlick_nli,57.51997232437134,1
llama3_8b,pavlick_nli,59.04085636138916,1
llama3_8b,pavlick_nli,61.26776933670044,1
llama3_8b,pavlick_nli,63.092225790023804,1
llama3_8b,pavlick_nli,57.89926052093506,1
llama3_8b,pavlick_nli,63.467925786972046,1
llama3_8b,pavlick_nli,62.6604437828064,1
llama3_8b,pavlick_nli,58.25356841087341,1
llama3_8b,pavlick_nli,58.676910400390625,1
llama3_8b,pavlick_nli,61.46939992904663,1
llama3_8b,pavlick_nli,60.151124000549316,0
llama3_8b,pavlick_nli,62.276750802993774,1
llama3_8b,pavlick_nli,59.500670433044434,0
llama3_8b,pavlick_nli,61.458128690719604,1
llama3_8b,pavlick_nli,61.20386719703674,0
llama3_8b,pavlick_nli,59.633225202560425,1
llama3_8b,pavlick_nli,61.84647083282471,1
llama3_8b,pavlick_nli,59.50827598571777,0
llama3_8b,pavlick_nli,58.861327171325684,1
llama3_8b,pavlick_nli,56.05762004852295,0
llama3_8b,pavlick_nli,58.72203707695007,0
llama3_8b,pavlick_nli,59.64964032173157,0
llama3_8b,pavlick_nli,56.73056244850159,1
llama3_8b,pavlick_nli,58.592915534973145,1
llama3_8b,pavlick_nli,59.484708309173584,1
llama3_8b,pavlick_nli,59.192079305648804,0
llama3_8b,pavlick_nli,59.56399440765381,1
llama3_8b,pavlick_nli,55.891454219818115,0
llama3_8b,pavlick_nli,56.68553113937378,0
llama3_8b,pavlick_nli,58.59944224357605,0
llama3_8b,pavlick_nli,59.64474678039551,0
llama3_8b,pavlick_nli,57.27817416191101,1
llama3_8b,pavlick_nli,59.52159762382507,0
llama3_8b,pavlick_nli,60.77284812927246,0
llama3_8b,pavlick_nli,60.61444282531738,0
llama3_8b,pavlick_nli,62.72664666175842,0
llama3_8b,pavlick_nli,60.21723747253418,1
llama3_8b,pavlick_nli,61.390918493270874,1
llama3_8b,pavlick_nli,61.01987361907959,1
llama3_8b,pavlick_nli,59.341198205947876,1
llama3_8b,pavlick_nli,60.44033765792847,0
llama3_8b,pavlick_nli,58.538490533828735,0
llama3_8b,pavlick_nli,58.08365345001221,0
llama3_8b,pavlick_nli,61.03602051734924,1
llama3_8b,pavlick_nli,59.768372774124146,1
llama3_8b,pavlick_nli,58.76129865646362,1
llama3_8b,pavlick_nli,60.401421785354614,1
llama3_8b,pavlick_nli,59.09284949302673,1
llama3_8b,pavlick_nli,59.778642654418945,1
llama3_8b,pavlick_nli,60.21614670753479,1
llama3_8b,pavlick_nli,57.87767171859741,1
llama3_8b,pavlick_nli,63.22268843650818,1
llama3_8b,pavlick_nli,61.62270903587341,1
llama3_8b,pavlick_nli,58.074331283569336,1
llama3_8b,pavlick_nli,60.60680150985718,0
llama3_8b,pavlick_nli,60.11804938316345,0
llama3_8b,pavlick_nli,58.90088677406311,1
llama3_8b,pavlick_nli,57.529276609420776,0
llama3_8b,pavlick_nli,59.45544242858887,0
llama3_8b,pavlick_nli,58.94696116447449,0
llama3_8b,pavlick_nli,60.33228635787964,1
llama3_8b,pavlick_nli,58.129388093948364,0
llama3_8b,pavlick_nli,57.04094171524048,0
llama3_8b,pavlick_nli,58.96782875061035,0
llama3_8b,pavlick_nli,58.64831209182739,1
llama3_8b,pavlick_nli,61.24153733253479,1
llama3_8b,pavlick_nli,60.54841876029968,1
llama3_8b,pavlick_nli,59.421879053115845,0
llama3_8b,pavlick_nli,60.71076989173889,0
llama3_8b,pavlick_nli,58.51824879646301,1
llama3_8b,pavlick_nli,62.95024752616882,1
llama3_8b,pavlick_nli,60.035836696624756,1
llama3_8b,pavlick_nli,58.82347226142883,1
llama3_8b,pavlick_nli,60.62300205230713,1
llama3_8b,pavlick_nli,59.60386395454407,1
llama3_8b,pavlick_nli,59.22907590866089,1
llama3_8b,pavlick_nli,57.11068511009216,1
llama3_8b,pavlick_nli,59.475016593933105,1
llama3_8b,pavlick_nli,60.27027368545532,0
llama3_8b,pavlick_nli,59.52635407447815,1
llama3_8b,pavlick_nli,58.18559527397156,0
llama3_8b,pavlick_nli,57.13851451873779,0
llama3_8b,pavlick_nli,54.10906672477722,0
llama3_8b,pavlick_nli,58.18018913269043,0
llama3_8b,pavlick_nli,59.255802631378174,0
llama3_8b,pavlick_nli,58.36239457130432,0
llama3_8b,pavlick_nli,58.401209115982056,1
llama3_8b,pavlick_nli,58.07165503501892,0
llama3_8b,pavlick_nli,57.99848437309265,0
llama3_8b,pavlick_nli,61.33672595024109,0
llama3_8b,pavlick_nli,58.54438543319702,0
llama3_8b,pavlick_nli,57.651472091674805,1
llama3_8b,pavlick_nli,66.2814199924469,1
llama3_8b,pavlick_nli,61.25196814537048,0
llama3_8b,pavlick_nli,60.14379858970642,0
llama3_8b,pavlick_nli,60.93689203262329,0
llama3_8b,pavlick_nli,62.20202445983887,0
llama3_8b,pavlick_nli,59.326761960983276,0
llama3_8b,pavlick_nli,57.6795220375061,0
llama3_8b,pavlick_nli,58.89101028442383,1
llama3_8b,pavlick_nli,58.178871870040894,0
llama3_8b,pavlick_nli,61.10959053039551,0
llama3_8b,pavlick_nli,60.938674211502075,0
llama3_8b,pavlick_nli,59.20208692550659,1
llama3_8b,pavlick_nli,60.59942841529846,1
llama3_8b,pavlick_nli,61.03346347808838,1
llama3_8b,pavlick_nli,59.210145473480225,1
llama3_8b,pavlick_nli,58.07047486305237,1
llama3_8b,pavlick_nli,59.285807609558105,0
llama3_8b,pavlick_nli,57.43219256401062,1
llama3_8b,pavlick_nli,56.92175030708313,0
llama3_8b,pavlick_nli,60.439783334732056,0
llama3_8b,pavlick_nli,60.79694628715515,1
llama3_8b,pavlick_nli,57.26270079612732,0
llama3_8b,pavlick_nli,57.78694748878479,1
llama3_8b,pavlick_nli,59.07549262046814,0
llama3_8b,pavlick_nli,61.6041362285614,0
llama3_8b,pavlick_nli,57.17896223068237,0
llama3_8b,pavlick_nli,58.93506407737732,0
llama3_8b,pavlick_nli,59.86769199371338,1
llama3_8b,pavlick_nli,61.411720514297485,1
llama3_8b,pavlick_nli,59.48622226715088,1
llama3_8b,pavlick_nli,60.70181131362915,1
llama3_8b,pavlick_nli,57.717615365982056,1
llama3_8b,pavlick_nli,57.74579644203186,0
llama3_8b,pavlick_nli,57.93840289115906,1
llama3_8b,pavlick_nli,61.415743827819824,1
llama3_8b,pavlick_nli,58.80829095840454,1
llama3_8b,pavlick_nli,66.54077172279358,0
llama3_8b,pavlick_nli,58.850955963134766,0
llama3_8b,pavlick_nli,58.98864269256592,1
llama3_8b,pavlick_nli,59.478819370269775,1
llama3_8b,pavlick_nli,57.25829601287842,0
llama3_8b,pavlick_nli,59.07197594642639,0
llama3_8b,pavlick_nli,62.12398409843445,1
llama3_8b,pavlick_nli,60.14886498451233,0
llama3_8b,pavlick_nli,61.79015636444092,1
llama3_8b,pavlick_nli,61.23014688491821,1
llama3_8b,pavlick_nli,58.987802267074585,1
llama3_8b,pavlick_nli,61.58714294433594,1
llama3_8b,pavlick_nli,63.45365643501282,1
llama3_8b,pavlick_nli,60.66277027130127,0
llama3_8b,pavlick_nli,56.198424100875854,1
llama3_8b,pavlick_nli,58.22986364364624,0
llama3_8b,pavlick_nli,60.4736328125,0
llama3_8b,pavlick_nli,56.88019394874573,0
llama3_8b,pavlick_nli,60.423511266708374,1
llama3_8b,pavlick_nli,59.975260496139526,1
llama3_8b,pavlick_nli,57.26693868637085,0
llama3_8b,pavlick_nli,57.29185342788696,1
llama3_8b,pavlick_nli,61.12439036369324,1
llama3_8b,pavlick_nli,59.442806243896484,1
llama3_8b,pavlick_nli,59.88853573799133,0
llama3_8b,pavlick_nli,61.45033836364746,0
llama3_8b,pavlick_nli,59.54635143280029,1
llama3_8b,pavlick_nli,62.04107999801636,1
llama3_8b,pavlick_nli,61.30828857421875,1
llama3_8b,pavlick_nli,59.866440296173096,0
llama3_8b,pavlick_nli,58.33677053451538,1
llama3_8b,pavlick_nli,62.06520199775696,0
llama3_8b,pavlick_nli,60.11948585510254,1
llama3_8b,pavlick_nli,59.555649757385254,0
llama3_8b,pavlick_nli,61.82190775871277,1
llama3_8b,pavlick_nli,60.82955598831177,1
llama3_8b,pavlick_nli,59.877556562423706,1
llama3_8b,pavlick_nli,58.12616944313049,0
llama3_8b,pavlick_nli,60.09052395820618,1
llama3_8b,pavlick_nli,62.068116664886475,0
llama3_8b,pavlick_nli,58.92990231513977,0
llama3_8b,pavlick_nli,60.24283766746521,0
llama3_8b,pavlick_nli,60.32058596611023,1
llama3_8b,pavlick_nli,59.758061170578,1
llama3_8b,pavlick_nli,58.21569561958313,0
llama3_8b,pavlick_nli,59.44055914878845,1
llama3_8b,pavlick_nli,54.529786109924316,0
llama3_8b,pavlick_nli,58.84304642677307,0
llama3_8b,pavlick_nli,59.09164547920227,1
llama3_8b,pavlick_nli,58.50769281387329,1
llama3_8b,pavlick_nli,58.37391018867493,1
llama3_8b,pavlick_nli,59.00223255157471,1
llama3_8b,pavlick_nli,58.254075050354004,1
llama3_8b,pavlick_nli,57.61803984642029,0
llama3_8b,pavlick_nli,60.151439905166626,1
llama3_8b,pavlick_nli,61.061614751815796,1
llama3_8b,pavlick_nli,60.906487703323364,1
llama3_8b,pavlick_nli,59.74315404891968,0
llama3_8b,pavlick_nli,59.8926305770874,1
llama3_8b,pavlick_nli,57.973843812942505,1
llama3_8b,pavlick_nli,58.714836835861206,1
llama3_8b,pavlick_nli,61.6655707359314,1
llama3_8b,pavlick_nli,57.24308490753174,1
llama3_8b,pavlick_nli,57.07992911338806,0
llama3_8b,pavlick_nli,63.018620014190674,1
llama3_8b,pavlick_nli,64.32119607925415,0
llama3_8b,pavlick_nli,62.63541579246521,1
llama3_8b,pavlick_nli,57.13992118835449,0
llama3_8b,pavlick_nli,57.340437173843384,1
llama3_8b,pavlick_nli,57.367706298828125,1
llama3_8b,pavlick_nli,59.06222462654114,1
llama3_8b,pavlick_nli,59.94699001312256,1
llama3_8b,pavlick_nli,61.388975381851196,1
llama3_8b,pavlick_nli,60.410165786743164,1
llama3_8b,pavlick_nli,58.53168964385986,1
llama3_8b,pavlick_nli,58.50777626037598,0
llama3_8b,pavlick_nli,56.43607974052429,1
llama3_8b,pavlick_nli,60.993510484695435,1
llama3_8b,pavlick_nli,62.75971531867981,1
llama3_8b,pavlick_nli,59.93388295173645,1
llama3_8b,pavlick_nli,56.44497871398926,0
llama3_8b,pavlick_nli,58.18939805030823,1
llama3_8b,pavlick_nli,57.77830481529236,0
llama3_8b,pavlick_nli,55.697137117385864,1
llama3_8b,pavlick_nli,57.428765296936035,0
llama3_8b,pavlick_nli,57.462531328201294,0
llama3_8b,pavlick_nli,61.27064228057861,0
llama3_8b,pavlick_nli,62.14871406555176,1
llama3_8b,pavlick_nli,59.61706042289734,1
llama3_8b,pavlick_nli,60.95550060272217,1
llama3_8b,pavlick_nli,56.96547031402588,0
llama3_8b,pavlick_nli,57.65501260757446,1
llama3_8b,pavlick_nli,56.540483236312866,0
llama3_8b,pavlick_nli,59.994131326675415,1
llama3_8b,pavlick_nli,59.36736464500427,1
llama3_8b,pavlick_nli,59.50481295585632,0
llama3_8b,pavlick_nli,60.94987988471985,1
llama3_8b,pavlick_nli,60.481345653533936,1
llama3_8b,pavlick_nli,59.136974811553955,0
llama3_8b,pavlick_nli,57.083696126937866,0
llama3_8b,pavlick_nli,57.20258355140686,0
llama3_8b,pavlick_nli,58.12242031097412,1
llama3_8b,pavlick_nli,56.88209533691406,1
llama3_8b,pavlick_nli,59.24331545829773,1
llama3_8b,pavlick_nli,59.00105834007263,0
llama3_8b,pavlick_nli,60.31688451766968,1
llama3_8b,pavlick_nli,59.26792621612549,0
llama3_8b,pavlick_nli,60.88883876800537,1
llama3_8b,pavlick_nli,61.071282625198364,0
llama3_8b,pavlick_nli,61.390918493270874,1
llama3_8b,pavlick_nli,61.45022511482239,0
llama3_8b,pavlick_nli,63.18345069885254,1
llama3_8b,pavlick_nli,57.00393319129944,1
llama3_8b,pavlick_nli,60.53394079208374,0
llama3_8b,pavlick_nli,61.7139458656311,0
llama3_8b,pavlick_nli,60.7852578163147,1
llama3_8b,pavlick_nli,60.76666712760925,0
llama3_8b,pavlick_nli,59.92853045463562,0
llama3_8b,pavlick_nli,54.59239482879639,1
llama3_8b,pavlick_nli,58.12194347381592,1
llama3_8b,pavlick_nli,58.953213691711426,0
llama3_8b,pavlick_nli,59.40372347831726,0
