method,aurc,coverage_at_acc_80,coverage_at_acc_90,n,model_key,dataset,seed
probe_pred_only,0.3887080587573096,0.23242363997831195,0.13130309054762335,11066,mistral_7b,popqa,1
logit_pred,0.3887080587573096,0.23242363997831195,0.13130309054762335,11066,mistral_7b,popqa,1
phillips_sum,0.5051241258556489,0.05602747153442979,0.025302729080065065,11066,mistral_7b,popqa,1
gap,0.5698867095177292,0.0173504427977589,0.0067775167178745705,11066,mistral_7b,popqa,1
probe_amb_only,0.6189376883471358,0.003343574914151455,9.036688957166094e-05,11066,mistral_7b,popqa,1
seq_entropy,0.6621573729354461,9.036688957166094e-05,9.036688957166094e-05,11066,mistral_7b,popqa,1
logprob,0.6623662722107613,0.0,0.0,11066,mistral_7b,popqa,1
probe_pred_only,0.3876042644354321,0.22908006506416048,0.12976685342490513,11066,mistral_7b,popqa,2
logit_pred,0.38760433649834247,0.22908006506416048,0.12976685342490513,11066,mistral_7b,popqa,2
phillips_sum,0.5043166041961405,0.06280498825230435,0.025483462859208387,11066,mistral_7b,popqa,2
gap,0.57237746196603,0.01726007590818724,0.00569311404301464,11066,mistral_7b,popqa,2
probe_amb_only,0.6137638841921352,0.004156876920296404,9.036688957166094e-05,11066,mistral_7b,popqa,2
seq_entropy,0.6683107289963973,9.036688957166094e-05,9.036688957166094e-05,11066,mistral_7b,popqa,2
logprob,0.6688937061959515,0.0,0.0,11066,mistral_7b,popqa,2
probe_pred_only,0.3336497211088277,0.3566666666666667,0.2753333333333333,1500,mistral_7b,pubmedqa,0
logit_pred,0.3336497211088277,0.3566666666666667,0.2753333333333333,1500,mistral_7b,pubmedqa,0
gap,0.3583860991278859,0.33,0.2653333333333333,1500,mistral_7b,pubmedqa,0
logprob,0.4136782560805423,0.19066666666666668,0.0006666666666666666,1500,mistral_7b,pubmedqa,0
phillips_sum,0.44306708382274,0.0013333333333333333,0.0013333333333333333,1500,mistral_7b,pubmedqa,0
probe_amb_only,0.7165045790111112,0.0006666666666666666,0.0006666666666666666,1500,mistral_7b,pubmedqa,0
probe_pred_only,0.330355884777868,0.3606666666666667,0.2813333333333333,1500,mistral_7b,pubmedqa,1
logit_pred,0.330355884777868,0.3606666666666667,0.2813333333333333,1500,mistral_7b,pubmedqa,1
gap,0.35010167160914357,0.3466666666666667,0.274,1500,mistral_7b,pubmedqa,1
logprob,0.40706965816133134,0.194,0.002,1500,mistral_7b,pubmedqa,1
phillips_sum,0.45913723005318124,0.0,0.0,1500,mistral_7b,pubmedqa,1
probe_amb_only,0.748925973854895,0.0,0.0,1500,mistral_7b,pubmedqa,1
probe_pred_only,0.3343185098062976,0.354,0.27,1500,mistral_7b,pubmedqa,2
logit_pred,0.3343185098062976,0.354,0.27,1500,mistral_7b,pubmedqa,2
gap,0.3563368242789803,0.3406666666666667,0.27066666666666667,1500,mistral_7b,pubmedqa,2
logprob,0.4103870327515917,0.19533333333333333,0.0033333333333333335,1500,mistral_7b,pubmedqa,2
phillips_sum,0.4596393802225771,0.0,0.0,1500,mistral_7b,pubmedqa,2
probe_amb_only,0.7284208244312804,0.0,0.0,1500,mistral_7b,pubmedqa,2
probe_pred_only,0.3067142605048616,0.4083333333333333,0.35691666666666666,12000,mistral_7b,triviaqa,0
logit_pred,0.3067142605048616,0.4083333333333333,0.35691666666666666,12000,mistral_7b,triviaqa,0
gap,0.3096976958211154,0.40308333333333335,0.3438333333333333,12000,mistral_7b,triviaqa,0
phillips_sum,0.3105355643301321,0.40358333333333335,0.34391666666666665,12000,mistral_7b,triviaqa,0
probe_amb_only,0.5685992813788763,0.002916666666666667,0.0010833333333333333,12000,mistral_7b,triviaqa,0
seq_entropy,0.6616631045213401,0.0,0.0,12000,mistral_7b,triviaqa,0
logprob,0.6626313292675285,0.0,0.0,12000,mistral_7b,triviaqa,0
probe_pred_only,0.3063033544346261,0.4098333333333333,0.358,12000,mistral_7b,triviaqa,1
logit_pred,0.3063033544346261,0.4098333333333333,0.358,12000,mistral_7b,triviaqa,1
phillips_sum,0.309577270971149,0.40558333333333335,0.3478333333333333,12000,mistral_7b,triviaqa,1
gap,0.3098857708034497,0.4021666666666667,0.34458333333333335,12000,mistral_7b,triviaqa,1
probe_amb_only,0.567430256920404,0.00175,0.0011666666666666668,12000,mistral_7b,triviaqa,1
seq_entropy,0.6644338355612986,0.0,0.0,12000,mistral_7b,triviaqa,1
logprob,0.6644795013429504,0.0,0.0,12000,mistral_7b,triviaqa,1
probe_pred_only,0.30657937012220515,0.409,0.357,12000,mistral_7b,triviaqa,2
logit_pred,0.30657937012220515,0.409,0.357,12000,mistral_7b,triviaqa,2
gap,0.30948584217260483,0.40375,0.3461666666666667,12000,mistral_7b,triviaqa,2
phillips_sum,0.31025753944203505,0.40458333333333335,0.3443333333333333,12000,mistral_7b,triviaqa,2
probe_amb_only,0.5639544865664874,0.0025,0.00125,12000,mistral_7b,triviaqa,2
seq_entropy,0.665939558202751,8.333333333333333e-05,8.333333333333333e-05,12000,mistral_7b,triviaqa,2
logprob,0.6662685094094263,8.333333333333333e-05,8.333333333333333e-05,12000,mistral_7b,triviaqa,2
probe_pred_only,0.32038239871762186,0.38825448613376834,0.3083197389885807,1226,mistral_7b,truthfulqa,0
logit_pred,0.32038239871762186,0.38825448613376834,0.3083197389885807,1226,mistral_7b,truthfulqa,0
gap,0.4336621702871805,0.199836867862969,0.14845024469820556,1226,mistral_7b,truthfulqa,0
phillips_sum,0.45123163240514963,0.10603588907014681,0.05954323001631321,1226,mistral_7b,truthfulqa,0
probe_amb_only,0.6369747037872863,0.0,0.0,1226,mistral_7b,truthfulqa,0
seq_entropy,0.6638358896077342,0.0008156606851549756,0.0008156606851549756,1226,mistral_7b,truthfulqa,0
logprob,0.6661818884036614,0.0008156606851549756,0.0008156606851549756,1226,mistral_7b,truthfulqa,0
probe_pred_only,0.3192361704610902,0.3898858075040783,0.30261011419249595,1226,mistral_7b,truthfulqa,1
logit_pred,0.3192361704610902,0.3898858075040783,0.30261011419249595,1226,mistral_7b,truthfulqa,1
gap,0.43148007315092984,0.19738988580750408,0.14518760195758565,1226,mistral_7b,truthfulqa,1
phillips_sum,0.45155461146405673,0.10195758564437195,0.061174551386623165,1226,mistral_7b,truthfulqa,1
probe_amb_only,0.6367798822828161,0.0,0.0,1226,mistral_7b,truthfulqa,1
seq_entropy,0.6650926775270662,0.0,0.0,1226,mistral_7b,truthfulqa,1
logprob,0.669636559018048,0.0,0.0,1226,mistral_7b,truthfulqa,1
probe_pred_only,0.3203622692457708,0.3939641109298532,0.30179445350734097,1226,mistral_7b,truthfulqa,2
logit_pred,0.3203622692457708,0.3939641109298532,0.30179445350734097,1226,mistral_7b,truthfulqa,2
gap,0.44324681962642587,0.16965742251223492,0.132952691680261,1226,mistral_7b,truthfulqa,2
phillips_sum,0.4511229229971079,0.11419249592169657,0.06606851549755302,1226,mistral_7b,truthfulqa,2
probe_amb_only,0.632574724441206,0.0,0.0,1226,mistral_7b,truthfulqa,2
logprob,0.6624647525661069,0.0008156606851549756,0.0008156606851549756,1226,mistral_7b,truthfulqa,2
seq_entropy,0.664973004743085,0.0008156606851549756,0.0008156606851549756,1226,mistral_7b,truthfulqa,2
probe_pred_only,0.30755175631790455,0.4166666666666667,0.3626893939393939,2112,qwen2_5_7b,ambigqa_kge2,0
logit_pred,0.30755175631790455,0.4166666666666667,0.3626893939393939,2112,qwen2_5_7b,ambigqa_kge2,0
gap,0.36833787848795374,0.33428030303030304,0.22916666666666666,2112,qwen2_5_7b,ambigqa_kge2,0
phillips_sum,0.4585342225133751,0.052083333333333336,0.021780303030303032,2112,qwen2_5_7b,ambigqa_kge2,0
logprob,0.6672160293703683,0.0,0.0,2112,qwen2_5_7b,ambigqa_kge2,0
seq_entropy,0.6686187428982879,0.0004734848484848485,0.0004734848484848485,2112,qwen2_5_7b,ambigqa_kge2,0
probe_amb_only,0.7404409366267701,0.0,0.0,2112,qwen2_5_7b,ambigqa_kge2,0
probe_pred_only,0.3056006851537704,0.4166666666666667,0.36742424242424243,2112,qwen2_5_7b,ambigqa_kge2,1
logit_pred,0.3056006851537704,0.4166666666666667,0.36742424242424243,2112,qwen2_5_7b,ambigqa_kge2,1
gap,0.3467321885320148,0.3574810606060606,0.25615530303030304,2112,qwen2_5_7b,ambigqa_kge2,1
phillips_sum,0.459726620421644,0.04024621212121212,0.026515151515151516,2112,qwen2_5_7b,ambigqa_kge2,1
seq_entropy,0.6698576414711024,0.0004734848484848485,0.0004734848484848485,2112,qwen2_5_7b,ambigqa_kge2,1
logprob,0.6712115265113106,0.0004734848484848485,0.0004734848484848485,2112,qwen2_5_7b,ambigqa_kge2,1
probe_amb_only,0.7410532816103415,0.0,0.0,2112,qwen2_5_7b,ambigqa_kge2,1
probe_pred_only,0.3112857321478199,0.4166666666666667,0.3191287878787879,2112,qwen2_5_7b,ambigqa_kge2,2
logit_pred,0.3112857321478199,0.4166666666666667,0.3191287878787879,2112,qwen2_5_7b,ambigqa_kge2,2
gap,0.3640259856996339,0.34138257575757575,0.22395833333333334,2112,qwen2_5_7b,ambigqa_kge2,2
phillips_sum,0.4561964049809246,0.05776515151515151,0.03787878787878788,2112,qwen2_5_7b,ambigqa_kge2,2
logprob,0.666902622059542,0.0,0.0,2112,qwen2_5_7b,ambigqa_kge2,2
seq_entropy,0.6691985846642887,0.0,0.0,2112,qwen2_5_7b,ambigqa_kge2,2
probe_amb_only,0.7374321732087176,0.0,0.0,2112,qwen2_5_7b,ambigqa_kge2,2
probe_pred_only,0.36976903236245096,0.27366167023554605,0.1423982869379015,4670,qwen2_5_7b,chaosnli,0
logit_pred,0.36976911289376435,0.27366167023554605,0.1423982869379015,4670,qwen2_5_7b,chaosnli,0
phillips_sum,0.4094913580268569,0.21413276231263384,0.12762312633832976,4670,qwen2_5_7b,chaosnli,0
gap,0.44957867320362277,0.006638115631691649,0.0021413276231263384,4670,qwen2_5_7b,chaosnli,0
logprob,0.4953897319570132,0.0,0.0,4670,qwen2_5_7b,chaosnli,0
probe_amb_only,0.6824870406123167,0.0,0.0,4670,qwen2_5_7b,chaosnli,0
probe_pred_only,0.37007310945329874,0.27301927194860814,0.1398286937901499,4670,qwen2_5_7b,chaosnli,1
logit_pred,0.37007310945329874,0.27301927194860814,0.1398286937901499,4670,qwen2_5_7b,chaosnli,1
phillips_sum,0.4109797723780575,0.21477516059957175,0.1139186295503212,4670,qwen2_5_7b,chaosnli,1
gap,0.4494706679144096,0.037687366167023555,0.002355460385438972,4670,qwen2_5_7b,chaosnli,1
logprob,0.49718693033791617,0.0,0.0,4670,qwen2_5_7b,chaosnli,1
probe_amb_only,0.6646945129819545,0.0,0.0,4670,qwen2_5_7b,chaosnli,1
probe_pred_only,0.3717285432227359,0.2580299785867238,0.1310492505353319,4670,qwen2_5_7b,chaosnli,2
logit_pred,0.3717285432227359,0.2580299785867238,0.1310492505353319,4670,qwen2_5_7b,chaosnli,2
phillips_sum,0.41010670054231013,0.22184154175588866,0.12077087794432548,4670,qwen2_5_7b,chaosnli,2
gap,0.4548946528157208,0.006638115631691649,0.004496788008565311,4670,qwen2_5_7b,chaosnli,2
logprob,0.4974518915341731,0.0,0.0,4670,qwen2_5_7b,chaosnli,2
probe_amb_only,0.6712065866071262,0.0,0.0,4670,qwen2_5_7b,chaosnli,2
probe_pred_only,0.3004629646928706,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,0
logit_pred,0.3004629646928706,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,0
gap,0.300547806275288,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,0
phillips_sum,0.3005908035694586,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,0
probe_amb_only,0.5323131150370974,0.07041666666666667,0.042666666666666665,12000,qwen2_5_7b,halueval_qa,0
seq_entropy,0.6632990118112587,8.333333333333333e-05,8.333333333333333e-05,12000,qwen2_5_7b,halueval_qa,0
logprob,0.663864482371624,8.333333333333333e-05,8.333333333333333e-05,12000,qwen2_5_7b,halueval_qa,0
probe_pred_only,0.30046438753047355,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,1
logit_pred,0.30046438753047355,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,1
gap,0.3004762691879894,0.4166666666666667,0.37025,12000,qwen2_5_7b,halueval_qa,1
phillips_sum,0.30047996859367826,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,1
probe_amb_only,0.5891462099223247,0.017583333333333333,0.006833333333333334,12000,qwen2_5_7b,halueval_qa,1
logprob,0.6621238913834739,8.333333333333333e-05,8.333333333333333e-05,12000,qwen2_5_7b,halueval_qa,1
seq_entropy,0.6634270015992731,8.333333333333333e-05,8.333333333333333e-05,12000,qwen2_5_7b,halueval_qa,1
probe_pred_only,0.30046288120322684,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,2
logit_pred,0.30046288120322684,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,2
phillips_sum,0.3005810107620113,0.4166666666666667,0.37033333333333335,12000,qwen2_5_7b,halueval_qa,2
gap,0.3006734992642757,0.4166666666666667,0.37016666666666664,12000,qwen2_5_7b,halueval_qa,2
probe_amb_only,0.5517824737481185,0.0725,0.03275,12000,qwen2_5_7b,halueval_qa,2
logprob,0.6678765219608123,8.333333333333333e-05,8.333333333333333e-05,12000,qwen2_5_7b,halueval_qa,2
seq_entropy,0.6681343962366146,8.333333333333333e-05,8.333333333333333e-05,12000,qwen2_5_7b,halueval_qa,2
probe_pred_only,0.394969114065166,0.20311783585511234,0.10964826095500098,15267,qwen2_5_7b,medqa,0
logit_pred,0.39496912850855154,0.20311783585511234,0.10964826095500098,15267,qwen2_5_7b,medqa,0
logprob,0.42893447921291844,0.15621929652191,0.01716119735376957,15267,qwen2_5_7b,medqa,0
phillips_sum,0.5953820249179058,0.0,0.0,15267,qwen2_5_7b,medqa,0
gap,0.5964933345195911,0.0007205082858452872,0.0,15267,qwen2_5_7b,medqa,0
probe_amb_only,0.6701662921235686,6.550075325866247e-05,6.550075325866247e-05,15267,qwen2_5_7b,medqa,0
probe_pred_only,0.3949595925211774,0.20599986899849348,0.10918975568219035,15267,qwen2_5_7b,medqa,1
logit_pred,0.3949596454724735,0.20599986899849348,0.10918975568219035,15267,qwen2_5_7b,medqa,1
logprob,0.4282442283584325,0.1565468002882033,0.017030195847252242,15267,qwen2_5_7b,medqa,1
gap,0.5849770104796372,0.00013100150651732494,0.00013100150651732494,15267,qwen2_5_7b,medqa,1
phillips_sum,0.599519693994881,0.0017685203379838867,0.0,15267,qwen2_5_7b,medqa,1
probe_amb_only,0.683181978513096,0.0,0.0,15267,qwen2_5_7b,medqa,1
probe_pred_only,0.40018466659632834,0.19453723717822755,0.10702823082465449,15267,qwen2_5_7b,medqa,2
logit_pred,0.40018466659632834,0.19453723717822755,0.10702823082465449,15267,qwen2_5_7b,medqa,2
logprob,0.4300224423057366,0.15104473701447566,0.008842601689919434,15267,qwen2_5_7b,medqa,2
phillips_sum,0.5761526268265438,0.0026855308836051615,0.0,15267,qwen2_5_7b,medqa,2
gap,0.5913015052095507,0.0010480120521385995,0.00013100150651732494,15267,qwen2_5_7b,medqa,2
probe_amb_only,0.6629666266664135,0.0,0.0,15267,qwen2_5_7b,medqa,2
probe_pred_only,0.3350376784374466,0.3602150537634409,0.28897849462365593,744,qwen2_5_7b,pavlick_nli,0
logit_pred,0.3350376784374466,0.3602150537634409,0.28897849462365593,744,qwen2_5_7b,pavlick_nli,0
phillips_sum,0.3777315386564911,0.2701612903225806,0.22311827956989247,744,qwen2_5_7b,pavlick_nli,0
logprob,0.39976075947197787,0.08736559139784947,0.028225806451612902,744,qwen2_5_7b,pavlick_nli,0
gap,0.4232655743390873,0.056451612903225805,0.016129032258064516,744,qwen2_5_7b,pavlick_nli,0
probe_amb_only,0.689839098964059,0.0,0.0,744,qwen2_5_7b,pavlick_nli,0
probe_pred_only,0.32586637802368446,0.3844086021505376,0.3024193548387097,744,qwen2_5_7b,pavlick_nli,1
logit_pred,0.32586637802368446,0.3844086021505376,0.3024193548387097,744,qwen2_5_7b,pavlick_nli,1
phillips_sum,0.36192202488609887,0.30913978494623656,0.24865591397849462,744,qwen2_5_7b,pavlick_nli,1
logprob,0.39668782264558256,0.08064516129032258,0.028225806451612902,744,qwen2_5_7b,pavlick_nli,1
gap,0.4150160874741096,0.04704301075268817,0.008064516129032258,744,qwen2_5_7b,pavlick_nli,1
probe_amb_only,0.6960512363367184,0.0,0.0,744,qwen2_5_7b,pavlick_nli,1
probe_pred_only,0.3328039327136522,0.3655913978494624,0.2916666666666667,744,qwen2_5_7b,pavlick_nli,2
logit_pred,0.3328039327136522,0.3655913978494624,0.2916666666666667,744,qwen2_5_7b,pavlick_nli,2
phillips_sum,0.3708577050715683,0.29838709677419356,0.24731182795698925,744,qwen2_5_7b,pavlick_nli,2
logprob,0.40742116821025093,0.06989247311827956,0.026881720430107527,744,qwen2_5_7b,pavlick_nli,2
gap,0.4271420245554183,0.01747311827956989,0.01478494623655914,744,qwen2_5_7b,pavlick_nli,2
probe_amb_only,0.7015298459787931,0.0,0.0,744,qwen2_5_7b,pavlick_nli,2
probe_pred_only,0.41081767113894585,0.17504066510030725,0.09425266582324236,11066,qwen2_5_7b,popqa,0
logit_pred,0.4108176961782613,0.17504066510030725,0.09425266582324236,11066,qwen2_5_7b,popqa,0
phillips_sum,0.5470951806655544,0.016446773902042293,0.0038857762515814207,11066,qwen2_5_7b,popqa,0
gap,0.5881847839792613,0.007410084944876197,0.0009036688957166094,11066,qwen2_5_7b,popqa,0
probe_amb_only,0.6397275635620483,0.005512380263871318,0.004879812036869691,11066,qwen2_5_7b,popqa,0
logprob,0.6683455490621988,0.0,0.0,11066,qwen2_5_7b,popqa,0
seq_entropy,0.6684346769329146,0.0,0.0,11066,qwen2_5_7b,popqa,0
probe_pred_only,0.4076644911619916,0.17242002530272907,0.09732514006867883,11066,qwen2_5_7b,popqa,1
logit_pred,0.4076644911619916,0.17242002530272907,0.09732514006867883,11066,qwen2_5_7b,popqa,1
phillips_sum,0.5499720958327583,0.015814205675040664,0.0037954093620097594,11066,qwen2_5_7b,popqa,1
gap,0.586258388990384,0.006596782938731249,0.0010844026748599313,11066,qwen2_5_7b,popqa,1
probe_amb_only,0.6363971016684491,0.009036688957166094,0.007952286282306162,11066,qwen2_5_7b,popqa,1
seq_entropy,0.6699262000340642,0.0,0.0,11066,qwen2_5_7b,popqa,1
logprob,0.6708003135143727,0.0,0.0,11066,qwen2_5_7b,popqa,1
probe_pred_only,0.4186129863290863,0.1700704861738659,0.0916320260256642,11066,qwen2_5_7b,popqa,2
logit_pred,0.4186129863290863,0.1700704861738659,0.0916320260256642,11066,qwen2_5_7b,popqa,2
phillips_sum,0.5473660913086102,0.023676125067775167,0.011295861196457618,11066,qwen2_5_7b,popqa,2
gap,0.5923890759250574,0.0023495391288631843,0.0009036688957166094,11066,qwen2_5_7b,popqa,2
probe_amb_only,0.6325231681983073,0.006867883607446231,0.006054581601301283,11066,qwen2_5_7b,popqa,2
logprob,0.6686281388064705,0.0,0.0,11066,qwen2_5_7b,popqa,2
seq_entropy,0.6706002890253951,0.0,0.0,11066,qwen2_5_7b,popqa,2
probe_pred_only,0.3329005411177477,0.37,0.248,1500,qwen2_5_7b,pubmedqa,0
logit_pred,0.3329005411177477,0.37,0.248,1500,qwen2_5_7b,pubmedqa,0
gap,0.36310279595005673,0.3353333333333333,0.24533333333333332,1500,qwen2_5_7b,pubmedqa,0
logprob,0.4090501881485233,0.12733333333333333,0.009333333333333334,1500,qwen2_5_7b,pubmedqa,0
phillips_sum,0.45239906502536553,0.004666666666666667,0.0026666666666666666,1500,qwen2_5_7b,pubmedqa,0
probe_amb_only,0.7164060259118148,0.0,0.0,1500,qwen2_5_7b,pubmedqa,0
probe_pred_only,0.33273472547530347,0.37066666666666664,0.2753333333333333,1500,qwen2_5_7b,pubmedqa,1
logit_pred,0.33273472547530347,0.37066666666666664,0.2753333333333333,1500,qwen2_5_7b,pubmedqa,1
gap,0.3569980803629559,0.3486666666666667,0.2613333333333333,1500,qwen2_5_7b,pubmedqa,1
logprob,0.4004035931666024,0.23466666666666666,0.006666666666666667,1500,qwen2_5_7b,pubmedqa,1
phillips_sum,0.4837959283773769,0.010666666666666666,0.008,1500,qwen2_5_7b,pubmedqa,1
probe_amb_only,0.739698624976667,0.005333333333333333,0.004,1500,qwen2_5_7b,pubmedqa,1
probe_pred_only,0.33271555809276576,0.3546666666666667,0.254,1500,qwen2_5_7b,pubmedqa,2
logit_pred,0.33271555809276576,0.3546666666666667,0.254,1500,qwen2_5_7b,pubmedqa,2
gap,0.36003565555472095,0.3446666666666667,0.2613333333333333,1500,qwen2_5_7b,pubmedqa,2
logprob,0.4078806405532988,0.21533333333333332,0.0033333333333333335,1500,qwen2_5_7b,pubmedqa,2
phillips_sum,0.46228954810793815,0.008666666666666666,0.008,1500,qwen2_5_7b,pubmedqa,2
probe_amb_only,0.7277234682726108,0.014,0.008,1500,qwen2_5_7b,pubmedqa,2
probe_pred_only,0.3041695713045325,0.4131666666666667,0.3615,12000,qwen2_5_7b,triviaqa,0
logit_pred,0.3041696766564077,0.4131666666666667,0.3615,12000,qwen2_5_7b,triviaqa,0
gap,0.3081942045803962,0.405,0.3466666666666667,12000,qwen2_5_7b,triviaqa,0
phillips_sum,0.3085549835852546,0.4055,0.34391666666666665,12000,qwen2_5_7b,triviaqa,0
probe_amb_only,0.6633867627273496,0.00025,0.00025,12000,qwen2_5_7b,triviaqa,0
seq_entropy,0.6646444880366489,0.0,0.0,12000,qwen2_5_7b,triviaqa,0
logprob,0.6648380362588115,0.0,0.0,12000,qwen2_5_7b,triviaqa,0
probe_pred_only,0.30369861344281335,0.41358333333333336,0.36283333333333334,12000,qwen2_5_7b,triviaqa,1
logit_pred,0.30369861344281335,0.41358333333333336,0.36283333333333334,12000,qwen2_5_7b,triviaqa,1
phillips_sum,0.3060151035893124,0.411,0.35391666666666666,12000,qwen2_5_7b,triviaqa,1
gap,0.3060654835784914,0.409,0.35383333333333333,12000,qwen2_5_7b,triviaqa,1
seq_entropy,0.6672844071373917,0.0,0.0,12000,qwen2_5_7b,triviaqa,1
logprob,0.6675417494127595,0.0,0.0,12000,qwen2_5_7b,triviaqa,1
probe_amb_only,0.6704354023240078,0.0,0.0,12000,qwen2_5_7b,triviaqa,1
probe_pred_only,0.30376822709014717,0.4141666666666667,0.36383333333333334,12000,qwen2_5_7b,triviaqa,2
logit_pred,0.30376822709014717,0.4141666666666667,0.36383333333333334,12000,qwen2_5_7b,triviaqa,2
gap,0.3087693453237759,0.40475,0.3455,12000,qwen2_5_7b,triviaqa,2
phillips_sum,0.3100157004666655,0.40375,0.34008333333333335,12000,qwen2_5_7b,triviaqa,2
probe_amb_only,0.6374898849873069,0.003416666666666667,0.0006666666666666666,12000,qwen2_5_7b,triviaqa,2
logprob,0.6678517117887883,0.0,0.0,12000,qwen2_5_7b,triviaqa,2
seq_entropy,0.6679118100719725,0.0,0.0,12000,qwen2_5_7b,triviaqa,2
probe_pred_only,0.3004422755397297,0.4168026101141925,0.3694942903752039,1226,qwen2_5_7b,truthfulqa,0
logit_pred,0.3004422755397297,0.4168026101141925,0.3694942903752039,1226,qwen2_5_7b,truthfulqa,0
gap,0.4065098313378348,0.25856443719412725,0.19168026101141925,1226,qwen2_5_7b,truthfulqa,0
phillips_sum,0.4304132019510498,0.132952691680261,0.10603588907014681,1226,qwen2_5_7b,truthfulqa,0
probe_amb_only,0.6487521430131951,0.0,0.0,1226,qwen2_5_7b,truthfulqa,0
logprob,0.6735605574926182,0.0008156606851549756,0.0008156606851549756,1226,qwen2_5_7b,truthfulqa,0
seq_entropy,0.6740072630426178,0.0,0.0,1226,qwen2_5_7b,truthfulqa,0
probe_pred_only,0.30063330381362613,0.4159869494290375,0.3694942903752039,1226,qwen2_5_7b,truthfulqa,1
logit_pred,0.30063330381362613,0.4159869494290375,0.3694942903752039,1226,qwen2_5_7b,truthfulqa,1
gap,0.4047758301129567,0.2495921696574225,0.1900489396411093,1226,qwen2_5_7b,truthfulqa,1
phillips_sum,0.43737993700263333,0.1199021207177814,0.09135399673735727,1226,qwen2_5_7b,truthfulqa,1
probe_amb_only,0.6490710797532994,0.0,0.0,1226,qwen2_5_7b,truthfulqa,1
seq_entropy,0.6678464315317358,0.0008156606851549756,0.0008156606851549756,1226,qwen2_5_7b,truthfulqa,1
logprob,0.6701521841555335,0.0008156606851549756,0.0008156606851549756,1226,qwen2_5_7b,truthfulqa,1
probe_pred_only,0.300345258580894,0.4168026101141925,0.3703099510603589,1226,qwen2_5_7b,truthfulqa,2
logit_pred,0.300345258580894,0.4168026101141925,0.3703099510603589,1226,qwen2_5_7b,truthfulqa,2
gap,0.41409382416005663,0.23817292006525284,0.16557911908646003,1226,qwen2_5_7b,truthfulqa,2
phillips_sum,0.43437069079094154,0.13050570962479607,0.09869494290375204,1226,qwen2_5_7b,truthfulqa,2
probe_amb_only,0.6415790248004712,0.0,0.0,1226,qwen2_5_7b,truthfulqa,2
seq_entropy,0.665640956182784,0.0,0.0,1226,qwen2_5_7b,truthfulqa,2
logprob,0.6681513729588658,0.0,0.0,1226,qwen2_5_7b,truthfulqa,2
