model,dataset,model_key,dataset_key,alpha,stc_mean,stc_p05,stc_p50,stc_p95,observed_stc,n,y_defer_rate,error_rate
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.30000000000000004,0.4352263935412058,0.38856480627153056,0.43646303881785625,0.48436127136418206,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.35000000000000003,0.5469424893783452,0.5061331952488756,0.5453226582413239,0.595615802414966,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.4,0.6771560117479205,0.636764738557037,0.6759542015494853,0.7218929609461887,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.45,0.830012334957577,0.7978769753037692,0.8283576687423402,0.8588383621809114,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.5,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.55,0.8893190556194823,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.6000000000000001,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.65,0.8893190556194823,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.7000000000000001,0.8893190556194823,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.75,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.8,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.8500000000000001,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.9,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
LLaMA,Pavlick-NLI,llama3_8b,pavlick_nli,0.9500000000000001,0.8893190556194824,0.8893190556194822,0.8893190556194823,0.8893190556194823,0.007684208429891824,935,0.5882352941176471,0.5304812834224599
